,minimum,maximum,773differernce,ec773differernce
DAPDH,0.0,1.1638553368383848,1.1638553368383848,1.854806214278522
DAPE,0.0,1.124402613555728,1.124402613555728,3.984013119406882e-11
DHDPRy,0.11678165262805527,1.1638553368383848,1.0470736842103296,1.7578428414111473
DHDPS,0.11678165262805527,1.1638553368383848,1.0470736842103296,1.7578428414111473
HSDy,0.0,0.0,0.0,-0.06161352398331843
HSK,0.23410976983725734,1.8256617698369604,1.591551999999703,1.8793658069711143
SDPDS,0.0,1.1244026135557277,1.1244026135557277,1.6472717571855369
SDPTA,0.0,0.0,0.0,1.7575274569026078e-11
THDPS,0.0,1.1244026135557275,1.1244026135557275,1.6472717571814204
THRS,0.23410976983725734,1.8256617698369608,1.5915519999997034,1.8793658069715136
26DAHtex,0.0,0.0,0.0,0.0
3AMPtex,0.0,0.0,0.0,0.0
3CMPtex,0.0,0.0,0.0,0.0
3GMPtex,0.0,0.0,0.0,0.0
3UMPtex,0.0,0.0,0.0,0.0
ABUTt2pp,0.0,119.36639999997756,119.36639999997756,94.49355549178925
ABUTtex,0.0,0.0,0.0,0.0
ACALDtpp,0.0,0.0,0.0,0.0
ACGAM1Ptex,0.0,0.0,0.0,0.0
ACGAptspp,0.0,0.0,0.0,0.0
ACGAtex,0.0,0.0,0.0,0.0
ACMANAptspp,0.0,0.0,0.0,0.0
ACMANAtex,0.0,0.0,0.0,0.0
ACMUMptspp,0.0,0.0,0.0,0.0
ACSERtex,0.0,0.0,0.0,0.0
ACt2rpp,0.0,0.0,0.0,0.0
ADEt2rpp,0.0,0.0,0.0,0.0
ADNt2rpp,0.0,0.0,0.0,0.0
AKGt2rpp,0.0,0.0,0.0,0.0
ALAabcpp,0.0,29.841599999994504,29.841599999994504,13.031695241780085
ALAALAabcpp,0.0,29.841599999994504,29.841599999994504,13.040042223179785
ALAALAtex,0.0,0.0,0.0,0.0
ALAtex,0.0,0.0,0.0,0.0
AMPtex,0.0,0.0,0.0,0.0
ARBabcpp,0.0,23.873279999999394,23.873279999999394,11.716374714391236
ARBt3ipp,0.0,23.873279999999394,23.873279999999394,11.716374714391236
ARBTptspp,0.0,0.0,0.0,0.0
ARGabcpp,0.0,23.873279999999394,23.873279999999394,11.73493263652042
ARGORNt7pp,0.0,59.68319999999845,59.68319999999845,0.0
ARGt3pp,0.0,59.68319999999845,59.68319999999845,47.39488136090027
ASCBptspp,0.0,0.0,0.0,0.0
ASNabcpp,0.0,39.7887999999989,39.7887999999989,14.424862535007255
ASNt2rpp,0.0,0.0,0.0,0.0
ASPabcpp,0.0,0.0,0.0,0.0
ASPt2pp,0.0,0.0,0.0,0.0
ASPt2rpp,0.0,0.0,0.0,0.0
BALAt2pp,0.0,119.3663999999956,119.3663999999956,95.03201670858756
BALAtex,0.0,0.0,0.0,0.0
BCCPE,0.0,0.0,0.0,0.0
CGLYabcpp,0.0,29.841599999998902,29.841599999998902,13.040042223176583
CGLYtex,0.0,0.0,0.0,0.0
CHTBSptspp,0.0,0.0,0.0,0.0
CITt3pp,0.0,119.36639999999541,119.36639999999541,95.03201670857145
CITt7pp,0.0,59.6831999999979,59.6831999999979,47.40048011688037
CITtex,0.0,119.3663999999948,119.3663999999948,0.0
CLt3_2pp,0.007809388309357156,0.00976173538669637,0.0019523470773392141,0.0016210265342753967
CRNabcpp,0.0,39.788799999998545,39.788799999998545,14.424862535012796
CRNDabcpp,0.0,39.788799999998545,39.788799999998545,14.424862535012796
CRNDt2rpp,0.0,1000.0,1000.0,0.0
CRNt2rpp,0.0,0.0,0.0,0.0
CRNt8pp,0.0,1000.0,1000.0,1000.0
CTBTabcpp,0.0,39.78879999999853,39.78879999999853,14.408447428847637
CTBTt2rpp,0.0,0.0,0.0,-1.1368683772161603e-13
CUt3,0.0,119.36639999999565,119.36639999999565,94.33595150641506
CUtex,0.0,119.36639999999565,119.36639999999565,0.0
CYANtex,0.0,0.0,0.0,0.0
CYSabc2pp,0.0,14.920799999999405,14.920799999999405,6.520021111591576
CYSabcpp,0.0,29.841599999999076,29.841599999999076,13.040042223183152
CYStpp,0.0,29.841599999999076,29.841599999999076,13.040042223183152
CYTDt2pp,0.0,1000.0,1000.0,1000.0
CYTDt2rpp,0.0,0.0,0.0,0.0
DADNtex,0.0,0.0,0.0,0.0
DALAt2pp,0.0,119.36640000000031,119.36640000000031,94.59304237535402
DALAtex,0.0,0.0,0.0,0.0
DAMPtex,0.0,0.0,0.0,0.0
DAPabcpp,0.0,29.841599999999712,29.841599999999712,13.040042223183377
DCMPtex,0.0,0.0,0.0,0.0
DCYTtex,0.0,0.0,0.0,0.0
DGMPtex,0.0,0.0,0.0,0.0
DGSNtex,0.0,0.0,0.0,0.0
DHAtpp,0.0,0.0,0.0,0.0
DIMPtex,0.0,0.0,0.0,0.0
DINStex,0.0,0.0,0.0,0.0
D_LACt2pp,0.0,0.0,0.0,0.0
DMSOtex,0.0,0.0,0.0,0.0
DMStex,0.0,0.0,0.0,0.0
DSERt2pp,0.0,0.0,0.0,0.0
DTMPtex,0.0,0.0,0.0,0.0
DUMPtex,0.0,0.0,0.0,0.0
DURIt2pp,0.0,119.36639999999883,119.36639999999883,95.03201670860844
DURItex,0.0,0.0,0.0,0.0
ETHAtex,0.0,0.0,0.0,0.0
ETOHtrpp,0.0,0.0,0.0,0.0
EX_biomass,0.4624164200258798,0.5780205250323485,0.11560410500646867,0.09598565944639159
EX_BIOTIN,0.0,0.0,0.0,-9.123525614995742e-07
EX_cl,0.0,0.0,0.0,0.0
F6Pt6_2pp,0.0,59.683200000000134,59.683200000000134,47.31774927642507
F6Ptex,0.0,0.0,0.0,0.0
FE3DHBZStonex,0.0,0.0,0.0,0.0
FE3tex,0.0,0.02928340963908398,0.02928340963908398,0.0
FRUpts2pp,0.0,0.0,0.0,0.0
FRUtex,0.0,0.0,0.0,0.0
FRUURt2rpp,0.0,0.0,0.0,1.1742372407752555e-08
FUMt2_2pp,0.0,59.683200000001044,59.683200000001044,47.40928858955375
FUMt2_3pp,0.0,39.78880000000071,39.78880000000071,31.67733890287041
FUMtex,0.0,0.0,0.0,0.0
G1Ptex,0.0,0.0,0.0,0.0
G3PCabcpp,0.0,0.0,0.0,0.0
G3PEabcpp,0.0,29.84159999999866,29.84159999999866,13.0014269381207
G3PEtex,0.0,0.0,0.0,0.0
G3PGabcpp,0.0,29.84159999999866,29.84159999999866,13.0014269381207
G3PGtex,0.0,0.0,0.0,0.0
G3PIabcpp,0.0,29.84159999999866,29.84159999999866,13.0014269381207
G3PItex,0.0,0.0,0.0,0.0
G3PSabcpp,0.0,29.84159999999866,29.84159999999866,13.001426938120366
G3PStex,0.0,0.0,0.0,0.0
G6Pt6_2pp,0.0,59.68319999999731,59.68319999999731,47.31774927642503
G6Ptex,0.0,0.0,0.0,0.0
GAL1Ptex,0.0,0.0,0.0,0.0
GALTptspp,0.0,0.0,0.0,0.0
GAM6Pt6_2pp,0.0,59.68319999999731,59.68319999999731,47.3177492764216
GAMAN6Ptex,0.0,0.0,0.0,0.0
GAMptspp,0.0,0.0,0.0,0.0
GAMtex,0.0,0.0,0.0,0.0
GLCabcpp,0.0,6.217,6.217,6.2170000000000005
GLCNt2rpp,0.0,0.0,0.0,0.0
GLCptspp,0.0,6.2170000000000005,6.2170000000000005,6.2170000000000005
GLCUR1Ptex,0.0,0.0,0.0,0.0
GLCURt2rpp,0.0,0.0,0.0,0.0
GLNabcpp,0.0,39.78879999999821,39.78879999999821,14.424862535015778
GLNt2rpp,0.0,0.0,0.0,0.0
GLUabcpp,0.0,29.84159999999866,29.84159999999866,13.01225453803028
GLUt4pp,0.0,1000.0,1000.0,999.9999999999998
GLUtex,0.0,0.0,0.0,0.0
GLYALDtpp,0.0,0.0,0.0,0.0
GLYBabcpp,0.0,0.0,0.0,0.0
GLYC2Pabcpp,0.0,0.0,0.0,0.0
GLYC3Pabcpp,0.0,29.841599999998643,29.841599999998643,13.001426938124805
GLYC3Pt6pp,0.0,119.36639999999456,119.36639999999456,94.63549855288387
GLYC3Ptex,0.0,0.0,0.0,-1.1368683772161603e-13
GLYCAt2rpp,0.0,0.0,0.0,0.0
GLYCtpp,0.0,1.9894458649828368,1.9894458649828368,0.0
GLYtex,0.0,0.0,0.0,0.0
GMPtex,0.0,0.0,0.0,0.0
GSNt2pp,0.0,119.36639999999467,119.36639999999467,95.03201670867702
GSNtex,0.0,0.0,0.0,0.0
GTHRDabc2pp,0.0,29.84159999999867,29.84159999999867,12.99563956893666
GTHRDabcpp,0.0,29.84159999999867,29.84159999999867,13.040042223190719
GTHRDtex,0.0,29.841599999997772,29.841599999997772,0.0
GUAt2pp,0.0,119.36639999999113,119.36639999999113,95.03201670871755
GUAtpp,0.0,0.0,0.0,0.0
H2Otpp,0.0,0.0,0.0,6.59383658785373e-12
H2St1pp,0.0,1000.0,1000.0,1000.0
H2Stex,0.0,1000.0,1000.0,0.0
H2tpp,0.0,0.0,0.0,0.0
HISabcpp,0.0,39.78879999999707,39.78879999999707,14.4248625350203
HISt2rpp,0.0,0.0,0.0,0.0
HOMt2pp,0.0,119.36639999999124,119.36639999999124,95.03201670857587
HOMtex,0.0,119.36639999999124,119.36639999999124,0.0
HYXNtpp,0.0,0.0,0.0,0.0
ILEt2rpp,0.0,0.0,0.0,0.0
INDOLEt2pp,0.0,1000.0,1000.0,1000.0
INDOLEt2rpp,0.0,1000.0,1000.0,0.0
INSt2pp,0.0,1000.0,1000.0,1000.0
INSt2rpp,0.0,0.0,0.0,0.0
LEUt2rpp,0.0,0.0,0.0,0.0
L_LACt2rpp,0.0,0.0,0.0,0.0
LYSabcpp,0.0,39.7887999999426,39.7887999999426,14.40106911692986
LYSt2pp,0.0,59.68319999990497,59.68319999990497,0.0
LYSt3pp,0.0,59.68319999990497,59.68319999990497,47.39488136087978
MALt3pp,0.0,2.3405176470550972,2.3405176470550972,3.9292957631534144
MALTabcpp,0.0,0.0,0.0,0.0
MALTptspp,0.0,0.0,0.0,0.0
MAN6Pt6_2pp,0.0,0.0,0.0,0.0
MANptspp,0.0,0.0,0.0,0.0
METabcpp,0.0,39.78879999993701,39.78879999993701,14.396277299665593
METt2rpp,0.0,0.0,0.0,-1.1368683772161603e-13
MNLptspp,0.0,0.0,0.0,0.0
MNt2pp,0.0,0.0025933352121571347,0.0025933352121571347,0.002153239143152886
NACtpp,0.0,0.0,0.0,0.0
NAtex,0.0,119.38201877642871,119.38201877642871,0.0
NMNt7pp,0.0,0.0,0.0,0.0
NO3tex,0.0,0.0,0.0,0.0
NOtex,0.0,0.0,0.0,0.0
O2Stex,0.0,0.0,0.0,0.0
ORNabcpp,0.0,23.873279999961987,23.873279999961987,11.725905129994878
OROTt2_2pp,0.0,0.0,0.0,0.0
PA120abcpp,0.0,0.0,0.0,0.0
PA140abcpp,0.0,0.0,0.0,0.0
PA141abcpp,0.0,0.0,0.0,0.0
PA160abcpp,0.0,0.0,0.0,0.0
PA161abcpp,0.0,0.0,0.0,0.0
PA180abcpp,0.0,0.0,0.0,0.0
PA181abcpp,0.0,0.0,0.0,0.0
PGP120abcpp,0.0,0.0,0.0,0.0
PGP140abcpp,0.0,0.0,0.0,0.0
PGP141abcpp,0.0,0.0,0.0,0.0
PGP160abcpp,0.0,0.0,0.0,0.0
PGP161abcpp,0.0,0.0,0.0,0.0
PGP180abcpp,0.0,0.0,0.0,0.0
PGP181abcpp,0.0,0.0,0.0,0.0
PHEMEabcpp,0.0,0.1797686746985076,0.1797686746985076,0.03310681991309511
PHEMEtiex,0.0,0.18085818181787847,0.18085818181787847,0.03319122737956272
PHEt2rpp,0.0,0.0,0.0,0.0
PNTOt4pp,0.0,0.0,0.0,0.0
PROabcpp,0.0,23.87327999996202,23.87327999996202,11.723779513663374
PROGLYabcpp,0.0,0.0,0.0,0.0
PROt3pp,0.0,119.3663999998112,119.3663999998112,94.52169527096667
PROt4pp,0.0,119.36639999981162,119.36639999981162,94.52169527096657
PSERtex,0.0,0.0,0.0,0.0
PTRCORNt7pp,0.0,0.0,0.0,0.0
PTRCt2pp,0.0,59.68319999990503,59.68319999990503,47.39488136089495
PYDXtpp,0.0,0.0,0.0,0.0
PYRt2rpp,0.0,0.0,0.0,0.0
RIBabcpp,0.0,0.0,0.0,0.0
SBTptspp,0.0,0.0,0.0,0.0
SERabcpp,0.0,23.873279999962,23.873279999962,11.734932636517458
SERt3pp,0.0,23.873279999962,23.873279999962,11.734932636517458
SKMt2pp,0.0,0.0,0.0,0.0
SPMDabcpp,0.0,23.87327999996203,23.87327999996203,11.712545945544436
SPMDt3pp,0.0,23.87327999996203,23.87327999996203,11.712545945544436
SUCCt2_2pp,0.0,59.683199999904986,59.683199999904986,47.400480116877816
SUCCt2_3pp,0.0,39.788799999936714,39.788799999936714,31.62595137247181
SUCCt3pp,0.0,39.788799999936614,39.788799999936614,31.67733890285589
SUCptspp,0.0,0.0,0.0,0.0
THMabcpp,0.0,0.0,0.0,0.0
THMDt2pp,0.0,1000.0,1000.0,1000.0
THMDt2rpp,0.0,0.0,0.0,0.0
THRabcpp,0.0,23.873279999961973,23.873279999961973,11.734932636519167
THRt2pp,0.0,23.873279999961973,23.873279999961973,11.734932636519167
TREabcpp,0.0,0.0,0.0,0.0
TREptsp,0.0,16.952688194385505,16.952688194385505,6.886932916853931
TREptspp,0.0,0.0,0.0,0.0
TRPabcpp,0.0,39.78879999993827,39.78879999993827,14.40996028556592
TRPt2rpp,0.0,0.0,0.0,0.0
TYRt2rpp,0.0,0.0,0.0,0.0
URAt2pp,0.0,1000.0,1000.0,1000.0
URAt2rpp,0.0,0.0,0.0,0.0
UREAtpp,0.0,0.0,0.0,0.0
URIt2pp,0.0,1000.0,1000.0,1000.0
URIt2rpp,0.0,0.0,0.0,0.0
VALt2rpp,0.0,0.0,0.0,0.0
XANt2pp,0.0,119.36639999997763,119.36639999997763,94.57730798156182
XANtpp,0.0,0.0,0.0,0.0
XTSNt2rpp,0.0,0.0,0.0,0.0
XYLUt2pp,0.0,0.0,0.0,0.0
CO2tpp,8.469369959857419,18.147726716611405,9.678356756753987,13.891116102279312
FORt2pp,0.0,0.0,0.0,0.0
Biotinabcpp,0.0,29.841599999994617,29.841599999994617,13.040042223197492
Biotint3pp,0.0,119.36639999997847,119.36639999997847,95.03201670868467
Biotintpp,0.0,119.36640109880612,119.36640109880612,95.03201762103718
ALATRS,0.0,0.0,0.0,0.0
ARGTRS,0.0,0.0,0.0,0.0
ASNTRS,0.0,0.0,0.0,0.0
ASPTRS,0.0,0.0,0.0,0.0
CYSTRS,0.0,0.0,0.0,0.0
FMETTRS,0.0,0.0,0.0,0.0
GLNTRS,0.0,0.0,0.0,0.0
GLUTRS,0.0,1.4468654545451947,1.4468654545451947,0.26552981903652545
GLYTRS,0.0,0.0,0.0,0.0
HISTRS,0.0,0.0,0.0,0.0
ILETRS,0.0,0.0,0.0,0.0
LEUTRS,0.0,0.0,0.0,0.0
LYSTRS,0.0,0.0,0.0,0.0
METTRS,0.0,0.0,0.0,0.0
PHETRS,0.0,0.0,0.0,0.0
PROTRS,0.0,0.0,0.0,0.0
SERTRS,0.0,0.0,0.0,0.0
SERTRS2,0.0,0.0,0.0,0.0
THRTRS,0.0,0.0,0.0,0.0
TRPTRS,0.0,0.0,0.0,0.0
TYRTRS,0.0,0.0,0.0,0.0
VALTRS,0.0,0.0,0.0,0.0
ANPRT,0.01396548996236404,0.7373982172349611,0.7234327272725971,0.24783834995515144
ANS,0.01396548996236404,0.7373982172349611,0.7234327272725971,0.24783834995515144
CHORM,0.10435830358645207,0.8366675060403082,0.7323092024538561,0.34202790000282934
CHORS,0.11844654263212047,0.8507557450859766,0.7323092024538561,0.3420279000028347
DDPA,0.11844654263212047,0.8507557450859766,0.7323092024538561,0.3420279000028347
DHQS,0.11844654263212047,0.8507557450859766,0.7323092024538561,0.3420279000028347
DHQTi,0.11844654263212047,0.8507557450859766,0.7323092024538561,0.3420279000028347
IGPS,0.0,0.7373982172349612,0.7373982172349612,0.25943384445298295
PHETA1,0.0650018994688255,0.7671571935863463,0.7021552941175208,0.05397083595094143
PPND,0.039356404117626566,0.7716656065714828,0.7323092024538562,0.33983016627165336
PPNDH,0.0650018994688255,0.7671571935863463,0.7021552941175208,0.3420279000028147
PRAIi,0.01396548996236404,0.7373982172349612,0.7234327272725972,0.24783834995515144
PSCVT,0.11844654263212047,0.8507557450859766,0.7323092024538561,1.071498445526231e-11
SHK3Dr,0.11844654263212047,0.8507557450859766,0.7323092024538561,0.09834572522277085
SHKK,0.11844654263212047,0.8507557450859766,0.7323092024538561,0.3420279000028347
TRPS1,0.0,0.5878424130391832,0.5878424130391832,0.24278829395017526
TRPS2,0.0,0.5878424130391832,0.5878424130391832,0.2385216899226338
TRPS3,0.0,0.737398217234961,0.737398217234961,0.25921149403983085
TYRRRpp,0.0,39.788799999992825,39.788799999992825,14.424862535011377
TYRTA,0.039356404117626566,0.7716656065714824,0.7323092024538559,0.03267747631108575
INPSHE,0.0,0.7329560592998109,0.7329560592998109,0.2589613396948491
AGPSC,0.016087079747370444,0.02010884968421229,0.004021769936841845,0.0033392606560847787
ARATH,0.04564281273865447,0.05705351592331591,0.01141070318466144,0.009474264515668074
ATPM,0.0,29.84159999999461,29.84159999999461,13.040042223184019
DNA,0.004804506604068891,0.0060056332550858845,0.0012011266510169932,0.0009972910016461303
FREENTCO,0.18165801288260675,0.22707251610324974,0.045414503220643,0.037707493516996815
IONS,0.028773399319690345,0.03596674914961156,0.007193349829921213,0.0059726116733993355
MYCOLI,0.04900689219434274,0.061258615242926084,0.012251723048583345,0.010172560188140611
PA,0.016087079747370444,0.020108849684212286,0.004021769936841842,0.0033392606560845046
PEPTH,0.04564281273865447,0.0570535159233159,0.011410703184661433,0.00947426451566729
PPTHTH,0.013452618491392895,0.016815773114240474,0.003363154622847579,0.0027924148046177266
RNA,0.024022533020344457,0.030028166275429424,0.006005633255084967,0.004986455008245939
PROTEIN,0.24983434341158234,0.31229292926446595,0.06245858585288361,0.05185913208575779
SOL_POOL,0.001238813589249332,0.0015485169865616056,0.0003097033973122737,0.0002571455816571871
ACHBS,0.0957265270215819,1.043078907973794,0.9473523809522122,1.1669264062443085
ACLS,0.317204078101027,1.6434974114341223,1.3262933333330953,2.226600932456843
DHAD1,0.317204078101027,1.6434974114341223,1.3262933333330953,2.226600932456843
DHAD2,0.0957265270215819,1.043078907973794,0.9473523809522122,1.1669264062538942
ILETA,0.0957265270215819,1.043078907973794,0.9473523809522122,3.348432642269472e-11
IPMD,0.17824930899386165,1.234589132002521,1.0563398230086594,1.0288257722335334
IPPMIa,0.0,0.0,0.0,3.228084466400105e-12
IPPMIb,0.0,0.0,0.0,3.228084466400105e-12
IPPS,0.17824930899386165,1.234589132002521,1.0563398230086594,1.0288257722335334
KARA1,0.0,0.0,0.0,-0.08173987982920261
KARA2,0.0957265270215819,1.0430789079737939,0.947352380952212,4.32676117156916e-12
OMCDC,0.17824930899386165,1.2345891320025213,1.0563398230086596,1.0288257722335334
THRD_L,0.0957265270215819,1.0430789079737939,0.947352380952212,1.2464077864532201
VALTA,0.0,1.4649314071790505,1.4649314071790505,2.341711610765662
LEUTAi,0.17824930899386165,1.2345891320025213,1.0563398230086596,3.704414552885282e-11
