,fluxes,ec-code,kcat_MW,E,equ
TMDS2,0.0007819202299999999,2.1.1.148,13.508793608046588,5.7882313749633776e-05,dump_c + h_c + mlthf_c + nadph_c --> dtmp_c + nadp_c + thf_c
GLNS_num1,0.0,6.3.1.2,8590.988884587388,0.0,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c
GLUDC,0.0,4.1.1.15,,,glu__L_c + h_c --> 4abut_c + co2_c
GLUDy,4.331792672389596,1.4.1.4,16573.151290775902,0.000261374110233371,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c
GLUN,0.0,3.5.1.2,8736.448382304216,0.0,gln__L_c + h2o_c --> glu__L_c + nh4_c
GLUSy,0.0,1.4.1.13,387.87534895199343,0.0,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c
ACPPAT120,0.0,,2569468.9995285426,0.0,ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c
ACPPAT140,0.0,,2569468.9995285426,0.0,h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c
ACPPAT141,0.0,,2569468.9995285426,0.0,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c
ACPPAT160,0.0,,2569468.9995285426,0.0,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c
ACPPAT161,0.0,,2569468.9995285426,0.0,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c
ACPPAT180,0.0,,2569468.9995285426,0.0,h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c
ACPPAT181,0.0,,2569468.9995285426,0.0,h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c
AGPAT120,0.0,2.3.1.51,,,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c
AGPAT140,0.0,2.3.1.51,,,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c
AGPAT141,0.0,2.3.1.51,,,1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c
AGPAT160,0.0,2.3.1.51,,,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c
AGPAT161,0.0,2.3.1.51,,,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c
AGPAT180,0.0,2.3.1.51,,,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c
AGPAT181,0.0,2.3.1.51,,,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c
APH140,0.0,3.6.1.7,293964.18152751983,0.0,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c
DASYN120,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c
DASYN140,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
DASYN141,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
DASYN160,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
DASYN161,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
DASYN180,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
DASYN181,0.0,2.7.7.41,680.177934079005,0.0,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
G3PAT120_num1,0.0,2.3.1.15,2.061332938204413,0.0,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
G3PAT140_num1,0.0,2.3.1.15,2.061332938204413,0.0,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT141_num1,0.0,2.3.1.15,2.061332938204413,0.0,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT160_num1,0.0,2.3.1.15,2.061332938204413,0.0,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT161_num1,0.0,2.3.1.15,2.061332938204413,0.0,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
G3PAT180_num1,0.0,2.3.1.15,2.061332938204413,0.0,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
G3PAT181_num1,0.0,2.3.1.15,2.061332938204413,0.0,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
GPDDA2,0.0,3.1.4.46,128.29222745945458,0.0,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c
GPDDA3,0.0,3.1.4.46,128.29222745945458,0.0,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
GPDDA4,0.0,3.1.4.46,128.29222745945458,0.0,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c
GPDDA5,0.0,3.1.4.46,128.29222745945458,0.0,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c
LPLIPAL1A180pp_num1,0.0,3.1.1.5,104022.54662297734,0.0,1odecg3p_c + h2o_c --> glyc3p_c + h_c + ocdca_c
PGSA120,0.0,2.7.8.5,,,cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c
PGSA140,0.0,2.7.8.5,,,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c
PGSA141,0.0,2.7.8.5,,,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
PGSA160,0.0,2.7.8.5,,,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
PGSA161,0.0,2.7.8.5,,,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c
PGSA180,0.0,2.7.8.5,,,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
PGSA181,0.0,2.7.8.5,,,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c
GHMT2r,0.07044285446300005,2.1.2.1,1346.912894173061,5.229948779000185e-05,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c
GLYCK2,0.0,2.7.1.31,20540.328571975882,0.0,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c
PGCD,0.11358772119800001,1.1.1.95,17836.952546964894,6.3681125404646495e-06,3pg_c + nad_c --> 3php_c + h_c + nadh_c
PSERT,0.11358772119800001,2.6.1.52,223.84463132924046,0.0005074400065951559,3php_c + glu__L_c --> akg_c + pser__L_c
PSP_L,0.11358772119800001,3.1.3.3,16570.01419034501,6.855016531258322e-06,h2o_c + pser__L_c --> pi_c + ser__L_c
SARCOX,0.0,1.5.3.1,2328.742998888627,0.0,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
SERD_L,0.0,4.3.1.17,24525.877392566326,0.0,ser__L_c --> nh4_c + pyr_c
ENO,8.4843862290491,4.2.1.11,5305.30481136133,0.0015992269116903057,2pg_c --> h2o_c + pep_c
FBA,3.2581752905460157,4.1.2.13,6239.652073130847,0.0005221725910930756,fdp_c --> dhap_c + g3p_c
FBP,0.0,3.1.3.11,81.42754450848659,0.0,fdp_c + h2o_c --> f6p_c + pi_c
GAPD_num1,8.597973950247102,1.2.1.12,591.850389886796,0.014527275975760779,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c
GLBRAN2,0.0,2.4.1.18,21797.148584698807,0.0,glycogen_c --> bglycogen_c
GLCP_num1,0.0,2.4.1.1,3477.304593841653,0.0,glycogen_c + pi_c --> g1p_c
GLCP2_num1,0.0,2.4.1.1,3477.304593841653,0.0,bglycogen_c + pi_c --> g1p_c
GLCS1,0.0,2.4.1.21,24336.948300828168,0.0,adpglc_c --> adp_c + glycogen_c + h_c
GLGC,0.0,2.7.7.27,2147.001126804393,0.0,atp_c + g1p_c + h_c --> adpglc_c + ppi_c
HEX1,0.0,2.7.1.2,13641.263107672756,0.0,atp_c + glc__D_c --> adp_c + g6p_c + h_c
PDH,0.587353093527502,1.2.4.1,768.0485723272752,0.0007647343080760566,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c
PFK,3.2581752905460157,2.7.1.11,4065.757951951329,0.0008013697148356508,atp_c + f6p_c --> adp_c + fdp_c + h_c
PGI,0.0,5.3.1.9,89677.81589444887,0.0,g6p_c --> f6p_c
PGK,8.597973950247102,2.7.2.3,54619.66955226387,0.00015741534177573095,13dpg_c + adp_c --> 3pg_c + atp_c
PGM_num1,0.0,5.4.2.12,23159.663100839112,0.0,3pg_c --> 2pg_c
PPS,0.0,2.7.9.2,13618.722664837978,0.0,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c
PYK_num1,0.0,2.7.1.40,44413.93366516709,0.0,adp_c + h_c + pep_c --> atp_c + pyr_c
TPI,3.2513462249740965,5.3.1.1,733505.5864307247,4.432612764130825e-06,dhap_c --> g3p_c
GLYCK,0.0,2.7.1.31,60663.65784319485,0.0,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
ATPPRT,0.00735807332,2.4.2.17,227.4628329832911,3.2348464245763207e-05,atp_c + prpp_c --> ppi_c + prbatp_c
HISTD,0.00735807332,1.1.1.23,391.9023553204583,1.8775272003617606e-05,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
HISTP,0.00735807332,3.1.3.15,67.95301818525158,0.00010828177344442053,h2o_c + hisp_c --> histd_c + pi_c
HSTPT_num1,0.00735807332,2.6.1.9,281.48442220213883,2.6140250541879154e-05,glu__L_c + imacp_c --> akg_c + hisp_c
IG3PS,0.00735807332,2.4.2.-,,,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
IGPDH,0.00735807332,4.2.1.19,164281.61402523972,4.478939024101339e-08,eig3p_c --> h2o_c + imacp_c
PRAMPC,0.00735807332,3.5.4.19,582.1483478708111,1.263951593594986e-05,h2o_c + prbamp_c --> prfp_c
PRATPP,0.00735807332,3.6.1.31,,,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
PRMICI,0.00735807332,5.3.1.16,1071.0282756876577,6.870101833003169e-06,prfp_c --> prlp_c
PRPPS,0.051653596391599096,2.7.6.1,647.9965130314215,7.971276905481496e-05,atp_c + r5p_c --> amp_c + h_c + prpp_c
CA2t3pp,0.0,,720801.7976876973,0.0,ca2_c + h_e --> ca2_e + h_c
CAt6pp_num1,0.0,,492700.5830376659,0.0,ca2_c + na1_e --> ca2_e + na1_c
COBALT2abcpp,0.0,,630299.9914153357,0.0,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c
COBALT2tpp,1.63275776e-05,,983199.1495632707,1.6606582305581307e-11,cobalt2_e --> cobalt2_c
CYANSTpp_num1,0.0,2.8.1.1,14984.718857681804,0.0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
FDMO,0.0,,749266.1347869913,0.0,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c
FE3abcpp_num1,0.0,,278488.9456610236,0.0,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c
FEROpp,0.0012666006313705037,1.16.3.1,39.03594388893757,3.2447034839842745e-05,4.0 fe2_c + 4.0 h_c + o2_c --> 4.0 fe3_c + 2.0 h2o_c
Kabcpp_num1,0.0,,734307.1584682063,0.0,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c
Kt2pp,0.12666068544,,388133.12239464704,3.263331010209781e-07,h_e + k_e --> h_c + k_c
Kt3pp,0.0,,388133.12239464704,0.0,h_e + k_c --> h_c + k_e
MG2t3_2pp_num1,0.005629343056,,562928.8040327932,1.0000097731137e-08,2.0 h_c + mg2_e --> 2.0 h_e + mg2_c
MG2uabcpp,0.0,,,,atp_c + h2o_c + mg2_e --> adp_c + h_c + mg2_c + pi_c
MN2tpp,0.0004486599296,,983199.1495632707,4.5632660463476925e-10,mn2_e --> mn2_c
NAt3_1p5pp_num1,0.0,,492700.5830376659,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_2pp_num1,0.0,,492700.5830376659,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3pp,0.0,,766711.7259917002,0.0,h_e + na1_c --> h_c + na1_e
NH4tpp_num1,8.157452863654797,,586622.5224938269,1.3905795551415499e-05,nh4_e --> nh4_c
NI2tpp,0.00020941487199999998,,,,ni2_e --> ni2_c
NI2uabcpp,0.0,,,,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c
NO2t2rpp,0.0,,,,h_e + no2_e --> h_c + no2_c
NO3t7pp,0.0,,545344.2919196744,0.0,no2_c + no3_e --> no2_e + no3_c
O2tpp,3.0470254399331247,,,,o2_e --> o2_c
PIt2rpp,0.04968860612680537,,605889.1229043377,8.200940444123235e-08,h_e + pi_e --> h_c + pi_c
PIuabcpp,0.0,,196653.7086122875,0.0,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c
PPTHpp,0.0,3.1.3.1,84609.70309499273,0.0,h2o_c + ppt_c --> h2_c + pi_c
SFRD,0.0,1.8.7.1,1742.797711436438,0.0,fdxox_c + 3.0 h2o_c + h2s_c --> 6.0 fdxrd_c + 6.0 h_c + so3_c
SO3TRDRD,0.013218811562999956,,,,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c
SULabcpp,0.016033514202999956,,497337.0873092104,3.2238726232438414e-08,atp_c + h2o_c + so4_e --> adp_c + h_c + pi_c + so4_c
ZN2abcpp_num1,0.0,,306016.81920253363,0.0,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_e
ZN2t3pp,0.0,,983199.1495632707,0.0,h_e + zn2_c --> h_c + zn2_e
ZN2tpp,0.00022123120960000002,,,,zn2_e --> zn2_c
ZNabcpp,0.0,,,,atp_c + h2o_c + zn2_e --> adp_c + h_c + pi_c + zn2_c
CD2tpp,0.0,,983199.1495632707,0.0,cd2_e --> cd2_c
CU2tpp,0.0004599162512000001,,335825.2610881407,1.3695105892563885e-09,cu2_e --> cu2_c
FE2tpp_num1,0.009423513677482016,,983199.1495632707,9.584542136420548e-09,fe2_e --> fe2_c
D52DGK,0.0,2.7.1.92,,,atp_c + d52dg_c --> 6p5d2dg_c + adp_c
D5GIS,0.0,5.3.1.30,,,d5dg_c --> d52dg_c
MI1PS,0.0,5.5.1.4,187.06688064001145,0.0,g6p_c --> mi3p__D_c
MI2DH_num1,0.0,1.1.1.18,1432.8485284847345,0.0,inost_c + nad_c --> 2ins_c + h_c + nadh_c
MI2DHT,0.0,4.2.1.44,,,2ins_c --> h2o_c + thcd_c
THCDH,0.0,3.7.1.22,,,h2o_c + thcd_c --> d5dg_c
U23GAAT_num1,0.0,2.3.1.119,,,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
UAGAAT_num1,0.0,2.3.1.129,635.2513677438377,0.0,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c
ACACT1r,0.0,2.3.1.9,21150880.41316356,0.0,2.0 accoa_c --> aacoa_c + coa_c
ACCOAC_num1,0.0,6.4.1.2,800.3102738542108,0.0,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c
ACOAD1f,0.0,,611923.3214697415,0.0,btcoa_c + fad_c --> b2coa_c + fadh2_c
ACOAD2f,0.0,,611923.3214697415,0.0,fad_c + hxcoa_c --> fadh2_c + hx2coa_c
ACOAD3f,0.0,,611923.3214697415,0.0,fad_c + occoa_c --> fadh2_c + oc2coa_c
ACOAD4f,0.0,,611923.3214697415,0.0,dcacoa_c + fad_c --> dc2coa_c + fadh2_c
ACOAD5f,0.0,,611923.3214697415,0.0,ddcacoa_c + fad_c --> dd2coa_c + fadh2_c
ACOAD6f,0.0,,611923.3214697415,0.0,fad_c + tdcoa_c --> fadh2_c + td2coa_c
ACOAD7f,0.0,,611923.3214697415,0.0,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c
ACOAD8f,0.0,,611923.3214697415,0.0,fad_c + stcoa_c --> fadh2_c + od2coa_c
ACOATA_num1,0.0,2.3.1.38,1189.755074272905,0.0,ACP_c + accoa_c --> acACP_c + coa_c
KAS14_num1,0.0,2.3.1.41,41.69948812948567,0.0,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
KAS15_num1,0.046242339829839996,2.3.1.180,2533.832554667191,1.8249958839886224e-05,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
MACPD,0.0,,,,h_c + malACP_c --> acACP_c + co2_c
MCOATA_num1,0.0,2.3.1.39,6398.922706360497,0.0,ACP_c + malcoa_c --> coa_c + malACP_c
TDCM_FREE,0.000469978908,,,,atp_c + tmcm_c + tre_c --> adp_c + tdcm_c
TMCM_FREE,0.00122602963,,,,atp_c + freemyco_c + tre_c --> adp_c + tmcm_c
ACHACB,0.0,2.5.1.49,,,achms_c + ch4s_c --> ac_c + hcys__L_c
AHCYSNS,0.0,3.2.2.9,342.39553408575887,0.0,ahcys_c + h2o_c --> ade_c + rhcys_c
CYSTL,0.0083182222994,4.4.1.8,425843.2737963322,1.9533529848303652e-08,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c
HSST_num1,0.0,2.3.1.31,39.05761576795216,0.0,accoa_c + hom__L_c --> achms_c + coa_c
METAT,2.6545139399999997e-05,2.5.1.6,19.891209086906333,1.334516131423791e-06,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c
METS,0.0083182222994,2.1.1.13,2856.0132554699762,2.9125293040809713e-06,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
METSOXR1_num1,0.0,1.8.4.5,,,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
SHSL1_num1,0.0,2.5.1.48,5478.646393312481,0.0,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c
GLYOX,0.0,3.1.2.6,30571.01824600013,0.0,h2o_c + lgt_S_c --> gthrd_c + h_c + lac__D_c
LGTHL,0.0,4.4.1.5,32776.821531928734,0.0,gthrd_c + mthgxl_c --> lgt_S_c
MCTP1App,0.0,,349702.40083102544,0.0,murein5p5p_c --> ala__D_c + murein5px4p_c
MCTP1Bpp,0.0,,349702.40083102544,0.0,murein5p5p_c --> alaala_c + murein5px3p_c
MCTP2App,0.0,,349702.40083102544,0.0,murein5p5p5p_c --> 2.0 ala__D_c + murein5px4px4p_c
MDDCP3pp,0.0,3.4.16.4,1697.9460195734382,0.0,h2o_c + murein5p5p_c --> ala__D_c + murein5p4p_c
MDDCP4pp,0.0,3.4.16.4,1697.9460195734382,0.0,h2o_c + murein5p4p_c --> ala__D_c + murein4p4p_c
MDDCP5pp,0.0,3.4.16.4,1697.9460195734382,0.0,h2o_c + murein5p3p_c --> ala__D_c + murein4p3p_c
MPTG_num1,0.0,,349702.40083102544,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c
MPTG2_num1,0.0,,349702.40083102544,0.0,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c
AGM4PApp,0.0,,631217.5784647531,0.0,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
NHFRBO_num1,0.0,,607872.3501988227,0.0,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
NO3R1bpp,0.0,1.7.99.4,,,no3_e + q8h2_c --> h2o_e + no2_e + q8_c
NO3R2bpp,0.0,1.7.99.4,,,mql8_c + no3_e --> h2o_e + mqn8_c + no2_e
NTRIR3pp,0.0,,,,2.0 h_e + no2_e + 3.0 q8h2_c --> 2.0 h2o_e + nh4_e + 3.0 q8_c
NTRIR4pp,0.0,,,,2.0 h_e + 3.0 mql8_c + no2_e --> 2.0 h2o_e + 3.0 mqn8_c + nh4_e
3NTD2pp,0.0,,,,3ump_c + h2o_c --> pi_c + uri_c
3NTD4pp,0.0,,,,3cmp_c + h2o_c --> cytd_c + pi_c
3NTD7pp,0.0,,368473.3549554559,0.0,3amp_c + h2o_c --> adn_c + pi_c
3NTD9pp,0.0,,368473.3549554559,0.0,3gmp_c + h2o_c --> gsn_c + pi_c
ADK1,0.13015532042319528,2.7.4.3,6036.736399895987,2.1560543943154093e-05,amp_c + atp_c --> 2.0 adp_c
ADK2,0.0,2.7.4.3,6036.736399895987,0.0,atp_c + damp_c --> adp_c + dadp_c
ADK3,0.0,,1221822.4454202985,0.0,amp_c + gtp_c --> adp_c + gdp_c
ADK4,0.0,,1221822.4454202985,0.0,amp_c + itp_c --> adp_c + idp_c
ADNCYC,0.0,4.6.1.1,37191.17475362849,0.0,atp_c --> camp_c + ppi_c
ADNK1,0.0,,1371087.580277328,0.0,adn_c + atp_c --> adp_c + amp_c + h_c
ADPRDP,0.0,3.6.1.13,2509.42451414093,0.0,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
ADPT,0.0,2.4.2.7,560.8325954643118,0.0,ade_c + prpp_c --> amp_c + ppi_c
AMPN,0.0,3.2.2.4,2799.907700892104,0.0,amp_c + h2o_c --> ade_c + r5p_c
AP5AH,0.0,,731570.7623811781,0.0,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c
ATPHs,0.0,,,,atp_c + h2o_c + h_c --> itp_c + nh4_c
CYTDK2,0.0,,,,cytd_c + gtp_c --> cmp_c + gdp_c + h_c
CYTK1,0.003239270202119962,2.7.4.14,13605.910892352918,2.380781579233012e-07,atp_c + cmp_c --> adp_c + cdp_c
CYTK2,0.0,2.7.4.14,13605.910892352918,0.0,atp_c + dcmp_c --> adp_c + dcdp_c
DCTPD_num1,0.0,3.5.4.13,14948.19869981047,0.0,dctp_c + h2o_c + h_c --> dutp_c + nh4_c
DGK1,0.0,2.7.4.8,50083.05134712013,0.0,atp_c + dgmp_c --> adp_c + dgdp_c
DTMPK,0.0,2.7.4.9,478.0633244986641,0.0,atp_c + dtmp_c --> adp_c + dtdp_c
DURIK1,0.0,,,,atp_c + duri_c --> adp_c + dump_c + h_c
DUTPDP,0.0,3.6.1.23,3828.7027789887097,0.0,dutp_c + h2o_c --> dump_c + h_c + ppi_c
GK1,0.006189135980000003,2.7.4.8,50083.05134712013,1.235774541192345e-07,atp_c + gmp_c --> adp_c + gdp_c
GP4GH,0.0,,477643.1308581181,0.0,gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c
GSNHYDRO_num1,0.0,3.2.2.8,1480.1465231868476,0.0,gsn_c + h2o_c --> gua_c + rib__D_c
GSNK,0.0,,,,atp_c + gsn_c --> adp_c + gmp_c + h_c
GTPHs,0.0,,,,gtp_c + h2o_c + h_c --> nh4_c + xtp_c
GUAPRT,0.0,2.4.2.8,701.7623848684661,0.0,gua_c + prpp_c --> gmp_c + ppi_c
HXPRT_num1,0.0,2.4.2.8,455.6332903081757,0.0,hxan_c + prpp_c --> imp_c + ppi_c
INSH,0.0,3.2.2.8,1593.3814041407284,0.0,h2o_c + ins_c --> hxan_c + rib__D_c
NDPK1,0.030576878451997302,2.7.4.6,11849.546901733302,2.5804259610571814e-06,atp_c + gdp_c --> adp_c + gtp_c
NDPK2,0.09706900972259999,2.7.4.6,11849.546901733302,8.191790836188103e-06,atp_c + udp_c --> adp_c + utp_c
NDPK3,0.0023287737221199672,2.7.4.6,11849.546901733302,1.965285036999452e-07,atp_c + cdp_c --> adp_c + ctp_c
NDPK4,0.0,2.7.4.6,11849.546901733302,0.0,atp_c + dtdp_c --> adp_c + dttp_c
NDPK5,0.0,2.7.4.6,11849.546901733302,0.0,atp_c + dgdp_c --> adp_c + dgtp_c
NDPK6,0.0,2.7.4.6,11849.546901733302,0.0,atp_c + dudp_c --> adp_c + dutp_c
NDPK7,0.0,2.7.4.6,11849.546901733302,0.0,atp_c + dcdp_c --> adp_c + dctp_c
NDPK8,0.0,2.7.4.6,11849.546901733302,0.0,atp_c + dadp_c --> adp_c + datp_c
NNATr,0.0002707611719990644,2.7.7.18,2069.93609438453,1.3080653684604303e-07,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c
NTD1,0.0,3.1.3.5,4111.460896455582,0.0,dump_c + h2o_c --> duri_c + pi_c
NTD10,0.01604758574400278,3.1.3.5,4111.460896455582,3.903134712490424e-06,h2o_c + xmp_c --> pi_c + xtsn_c
NTD11,0.0,3.1.3.5,4111.460896455582,0.0,h2o_c + imp_c --> ins_c + pi_c
NTD12,0.0,3.1.3.5,4111.460896455582,0.0,dimp_c + h2o_c --> din_c + pi_c
NTD2,0.0,3.1.3.5,4111.460896455582,0.0,h2o_c + ump_c --> pi_c + uri_c
NTD3,0.0,3.1.3.5,4111.460896455582,0.0,dcmp_c + h2o_c --> dcyt_c + pi_c
NTD4,0.0,3.1.3.5,4111.460896455582,0.0,cmp_c + h2o_c --> cytd_c + pi_c
NTD5,0.0,3.1.3.5,4111.460896455582,0.0,dtmp_c + h2o_c --> pi_c + thymd_c
NTD6,0.0,3.1.3.5,4111.460896455582,0.0,damp_c + h2o_c --> dad_2_c + pi_c
NTD7,0.0,3.1.3.5,4111.460896455582,0.0,amp_c + h2o_c --> adn_c + pi_c
NTD8,0.0,3.1.3.5,4111.460896455582,0.0,dgmp_c + h2o_c --> dgsn_c + pi_c
NTD9,0.0,3.1.3.5,4111.460896455582,0.0,gmp_c + h2o_c --> gsn_c + pi_c
NTPP1,0.0,3.6.1.19,,,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c
NTPP10,0.0,3.6.1.19,,,ditp_c + h2o_c --> dimp_c + h_c + ppi_c
NTPP11,0.0,3.6.1.19,,,h2o_c + xtp_c --> h_c + ppi_c + xmp_c
NTPP3,0.0,3.6.1.19,,,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP4,0.0,3.6.1.19,,,ctp_c + h2o_c --> cmp_c + h_c + ppi_c
NTPP5,0.0,3.6.1.19,,,datp_c + h2o_c --> damp_c + h_c + ppi_c
NTPP9,0.0,3.6.1.19,,,h2o_c + itp_c --> h_c + imp_c + ppi_c
NTPTP1,0.0,3.1.5.1,312023.6236205672,0.0,dgtp_c + h2o_c --> dgsn_c + pppi_c
NTPTP2,0.0,3.1.5.1,312023.6236205672,0.0,gtp_c + h2o_c --> gsn_c + pppi_c
RNDR1,0.0007819202299999999,1.17.4.1,43.03580084015008,1.8169064238035754e-05,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
RNDR1b,0.0,,165726.42514294232,0.0,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR2,0.0009104964799999999,1.17.4.1,43.03580084015008,2.1156722129603217e-05,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
RNDR2b,0.0,,165726.42514294232,0.0,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
RNDR3,0.0009104964799999999,1.17.4.1,43.03580084015008,2.1156722129603217e-05,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c
RNDR3b,0.0,,165726.42514294232,0.0,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4,0.0007819202299999999,1.17.4.1,43.03580084015008,1.8169064238035754e-05,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
RNDR4b,0.0,,165726.42514294232,0.0,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
RNTR2c,0.0,,2439806.2137414925,0.0,fldrd_c + gtp_c --> dgtp_c + fldox_c + h2o_c
RNTR3c,0.0,,2439806.2137414925,0.0,ctp_c + fldrd_c --> dctp_c + fldox_c + h2o_c
RNTR4c,0.0,,2439806.2137414925,0.0,fldrd_c + utp_c --> dutp_c + fldox_c + h2o_c
TMDS,0.0,2.1.1.45,292.1537948575555,0.0,dump_c + mlthf_c --> dhf_c + dtmp_c
UMPK,0.01881975132459998,2.7.4.22,3380.0698326246693,5.567858729707425e-06,atp_c + ump_c --> adp_c + udp_c
