,minimum,maximum,773differernce
AGPSC,0.015655122899640002,0.015655122899640002,0.0
ARATH,0.04441725,0.04441725,0.0
ATPM,0.0,122.03454788850362,122.03454788850362
DNA,0.0046755,0.0046755,0.0
FREENTCO,0.17678028343500002,0.17678028343500002,0.0
IONS,0.028000800000000003,0.028000800000000003,0.0
MYCOLI,0.047691000000000004,0.047691000000000004,0.0
PA,0.015655122899640002,0.015655122899640002,0.0
PEPTH,0.04441725,0.04441725,0.0
PPTHTH,0.0130914,0.0130914,0.0
RNA,0.023377500000000002,0.023377500000000002,0.0
PROTEIN,0.243126,0.243126,0.0
SOL_POOL,0.0012055500000000001,0.0012055500000000001,0.0
ACHBS,0.09315615816,4.024544317323357,3.9313881591633564
ACLS,0.3086867787641997,5.694397070535844,5.385710291771645
DHAD1,0.3086867787641997,5.694397070535844,5.385710291771645
DHAD2,0.09315615816,4.024544317323358,3.931388159163358
ILETA,0.09315615816,4.024544317323358,3.931388159163358
IPMD,0.17346310722000002,4.2827911911151295,4.10932808389513
IPPMIa,0.0,0.0,0.0
IPPMIb,0.0,0.0,0.0
IPPS,0.17346310722000002,4.2827911911151295,4.10932808389513
KARA1,0.0,0.0,0.0
KARA2,0.09315615816,4.024544317323356,3.9313881591633555
OMCDC,0.17346310722000002,4.282791191115127,4.109328083895127
THRD_L,0.09315615816,4.024544317323356,3.9313881591633555
VALTA,0.0,5.520625771691643,5.520625771691643
LEUTAi,0.17346310722000002,4.282791191115127,4.109328083895127
